iter	RMSE
448	3.344150193
449	3.343999887
450	3.343826444
451	3.343655416
452	3.343502581
453	3.343353898
454	3.343189126
455	3.343054352
456	3.342908802
457	3.342772778
458	3.342638444
459	3.342498133
460	3.342371521
461	3.342219167
462	3.342091299
463	3.341942642
464	3.341796049
465	3.341676971
466	3.341533843
467	3.341392698
468	3.341264922
469	3.341140872
470	3.341004877
471	3.340870758
472	3.340738488
473	3.340608037
474	3.340479378
475	3.340352484
476	3.340227326
477	3.34010388
478	3.339982118
479	3.339862016
480	3.339743548
481	3.339626689
482	3.339511415
483	3.339412605
484	3.339308283
485	3.339197089
486	3.339087398
487	3.338988281
488	3.338881293
489	3.338789403
490	3.338684968
491	3.338590588
492	3.338488719
493	3.338388219
494	3.338301752
495	3.338203643
496	3.338106849
497	3.33801135
498	3.337917127
499	3.337824161
500	3.337739638
501	3.337662428
502	3.337572636
503	3.337491091
504	3.337403486
505	3.337317045
506	3.337231751
507	3.337147586
508	3.337064534
509	3.336982578
510	3.336901703
511	3.336821892
512	3.336754095
513	3.336676123
514	3.336599174
515	3.336523233
516	3.336453562
517	3.336379453
518	3.336306312
519	3.336234125
520	3.336167753
521	3.336097301
522	3.336027766
523	3.335959134
524	3.335891391
525	3.335824525
526	3.335758524
527	3.335693374
528	3.335635764
529	3.33557213
530	3.335509314
531	3.335447306
532	3.3353898
533	3.335329269
534	3.335275593
535	3.335216463
536	3.335161608
537	3.335103883
538	3.335046895
539	3.334990634
540	3.334935089
541	3.334885643
542	3.334831379
543	3.334777804
544	3.334727886
545	3.334675576
546	3.334623928
547	3.334575756
548	3.334528158
549	3.334483116
550	3.33443376
551	3.334385028
552	3.334339106
553	3.334291533
554	3.334247154
555	3.334200696
556	3.334157353
557	3.334111982
558	3.334069649
559	3.334025337
560	3.333981581
561	3.333942361
562	3.333899599
563	3.333861272
564	3.333821759
565	3.33378271
566	3.33374412
567	3.333703684
568	3.333665986
569	3.333628268
570	3.33359144
571	3.333555042
572	3.333519069
573	3.333483515
574	3.333448376
575	3.333413646
576	3.333379319
577	3.333343127
578	3.333309589
579	3.33327644
580	3.333241462
581	3.333209072
582	3.333177057
583	3.333143249
584	3.333111966
585	3.333081043
586	3.333050477
587	3.333020262
588	3.332990395
589	3.332960871
590	3.332931687
591	3.332902837
592	3.33287219
593	3.332843996
594	3.332814048
595	3.332785977
596	3.33275873
597	3.332731793
598	3.332705165
599	3.332678839
600	3.332652813
601	3.332627083
602	3.332601646
603	3.332576497
604	3.332551634
605	3.332527052
606	3.332502749
607	3.33247872
608	3.332454964
609	3.332431475
610	3.332408252
611	3.332385291
612	3.332362588
613	3.332340141
614	3.332317946
615	3.332296001
616	3.332274302
617	3.332252847
618	3.332231632
619	3.332210655
620	3.332189913
621	3.332169403
622	3.332149122
623	3.332129067
624	3.332109236
625	3.332087622
626	3.332068232
627	3.332049058
628	3.332030097
629	3.332011347
630	3.331992806
631	3.33197447
632	3.331956337
633	3.331938405
634	3.331920672
635	3.331903135
636	3.331885792
637	3.331868641
638	3.331851678
639	3.331834903
640	3.331817858
641	3.331801439
642	3.331785202
643	3.331769143
644	3.331753261
645	3.331737553
646	3.331722017
647	3.331706653
648	3.331691456
649	3.331676427
650	3.331661561
651	3.331646859
652	3.331632317
653	3.331617934
654	3.331603708
655	3.331589638
656	3.331575721
657	3.331561955
658	3.33154834
659	3.33153426
660	3.33152093
661	3.331507745
662	3.331494704
663	3.331481804
664	3.331469044
665	3.331456423
666	3.331443938
667	3.331431589
668	3.331419373
669	3.331407289
670	3.331395336
671	3.331382832
672	3.331371128
673	3.331359551
674	3.331347426
675	3.331336089
676	3.331324874
677	3.331313781
678	3.331302806
679	3.33129195
680	3.33128121
681	3.331270586
682	3.331259376
683	3.331248972
684	3.331238679
685	3.331228497
686	3.331217726
687	3.331207079
688	3.331197207
689	3.331187441
690	3.331177112
691	3.331167547
692	3.331158084
693	3.331148064
694	3.331138796
695	3.331129627
696	3.331120556
697	3.331110924
698	3.331101403
699	3.331092606
700	3.331083904
701	3.331075294
702	3.331066775
703	3.331058347
704	3.331049362
705	3.331041107
706	3.331032306
707	3.331024219
708	3.331016218
709	3.331008302
710	3.330999839
711	3.330992084
712	3.330983795
713	3.330976198
714	3.330968681
715	3.330960635
716	3.330953271
717	3.330945985
718	3.330938776
719	3.330931643
720	3.330924585
721	3.33091783
722	3.330910916
723	3.330903454
724	3.33089668
725	3.330889978
726	3.330883347
727	3.330876785
728	3.330870292
729	3.330863868
730	3.330857511
731	3.330851221
732	3.330844997
733	3.330838838
734	3.330832744
735	3.330826714
736	3.330820747
737	3.330814842
738	3.330808999
739	3.330803218
740	3.330797496
741	3.330791835
742	3.330786233
743	3.330780689
744	3.330775203
745	3.330769774
746	3.330764402
747	3.330759086
748	3.330753825
749	3.330748619
750	3.330743468
751	3.330738369
752	3.330733324
753	3.330727096
754	3.330720948
755	3.330714879
756	3.330710045
757	3.33070526
758	3.330699372
759	3.330694687
760	3.330688925
761	3.330683236
762	3.33067762
763	3.33067313
764	3.330668686
765	3.330663236
766	3.330658885
767	3.330653551
768	3.330649289
769	3.330644068
770	3.330639895
771	3.330634784
772	3.330629738
773	3.330624755
774	3.330620754
775	3.330616793
776	3.330612873
777	3.330608078
778	3.330603344
779	3.330599545
780	3.33059491
781	3.330590333
782	3.33058665
783	3.33058217
784	3.330578563
785	3.330574175
786	3.330570642
787	3.330566346
788	3.330562885
789	3.330558679
790	3.330555289
791	3.33055117
792	3.330547103
793	3.330543816
794	3.330540562
795	3.330536613
796	3.330533425
797	3.330529558
798	3.330525738
799	3.330521966
800	3.330518907
801	3.330515213
802	3.330511496
803	3.330508529
804	3.330504887
805	3.330501289
806	3.330498411
807	3.330494886
808	3.330491404
809	3.330487965
810	3.330484567
811	3.33048121
812	3.330478501
813	3.330475212
814	3.330471962
815	3.330469333
816	3.33046615
817	3.330463004
818	3.330459897
819	3.330456826
820	3.330453793
821	3.330451317
822	3.330448345
823	3.330445408
824	3.330442506
825	3.330439639
826	3.330437285
827	3.330434475
828	3.330431699
829	3.330428956
830	3.330426245
831	3.330424005
832	3.330421349
833	3.330418724
834	3.330416131
835	3.330413978
836	3.330411437
837	3.330408925
838	3.330406442
839	3.330403989
840	3.330401506
841	3.33039948
842	3.330397104
843	3.3303947
844	3.330392325
845	3.330390379
846	3.330388052
847	3.330385754
848	3.330383483
849	3.330381615
850	3.330379391
851	3.330377193
852	3.330375382
853	3.330373228
854	3.330371101
855	3.330369345
856	3.33036726
857	3.330365201
858	3.330363166
859	3.33036148
860	3.330359487
861	3.330357517
862	3.33035557
863	3.330353951
864	3.330352044
865	3.33035016
866	3.330348297
867	3.330346743
868	3.330344918
869	3.330343115
870	3.330341607
871	3.330339841
872	3.330338095
873	3.330336369
874	3.330334921
875	3.33033323
876	3.330331559
877	3.330330155
878	3.330328517
879	3.330326899
880	3.330325536
881	3.330323951
882	3.330322383
883	3.330320834
884	3.330319525
885	3.330318008
886	3.330316507
887	3.330315237
888	3.330313767
889	3.330312314
890	3.330310877
891	3.330309657
892	3.33030825
893	3.330306858
894	3.330305675
895	3.330304311
896	3.330302963
897	3.33030163
898	3.330300493
899	3.330299187
900	3.330297896
901	3.33029662
902	3.330295528
903	3.330294277
904	3.33029304
905	3.33029198
906	3.330290768
907	3.33028957
908	3.330288541
909	3.330287367
910	3.330286359
911	3.330285208
912	3.33028407
913	3.330282945
914	3.330281976
915	3.330280873
916	3.330279783
917	3.330278843
918	3.330277774
919	3.330276718
920	3.330275673
921	3.330274769
922	3.330273746
923	3.330272733
924	3.330271856
925	3.330270864
926	3.330269883
927	3.330268913
928	3.330268069
929	3.330267119
930	3.330266178
931	3.33026536
932	3.330264438
933	3.330263527
934	3.330262732
935	3.330261839
936	3.330260955
937	3.330260082
938	3.330259318
939	3.330258462
940	3.330257713
941	3.330256873
942	3.330256043
943	3.330255316
944	3.330254503
945	3.330253698
946	3.330252902
947	3.330252203
948	3.330251423
949	3.330250738
950	3.330249973
951	3.330249217
952	3.330248469
953	3.33024781
954	3.330247077
955	3.330246351
956	3.330245712
957	3.330245001
958	3.330244298
959	3.330243677
960	3.330242987
961	3.330242306
962	3.330241703
963	3.330241034
964	3.330240373
965	3.330239788
966	3.33023914
967	3.330238499
968	3.33023793
969	3.330237302
970	3.330236745
971	3.330236128
972	3.330235519
973	3.330234916
974	3.33023438
975	3.330233789
976	3.330233205
977	3.330232685
978	3.330232111
979	3.330231544
980	3.33023104
981	3.330230484
982	3.330229934
983	3.330229443
984	3.330228904
985	3.330228371
986	3.330227895
987	3.330227372
988	3.330226855
989	3.330226392
990	3.330225885
991	3.330225383
992	3.330224935
993	3.330224443
994	3.330223956
995	3.33022352
996	3.330223043
997	3.330222571
998	3.330222147
999	3.330221685
